log_id,access_time,status,user_id,camera_id
273,2025-10-15,Success,54,383
274,2024-09-30,Success,446,56
275,2025-04-16,Denied,56,2
276,2024-12-23,Success,30,153
277,2025-10-04,Success,391,77
278,2024-12-14,Success,391,355
279,2025-12-05,Success,93,156
280,2025-05-11,Success,469,352
281,2024-10-31,Success,88,119
282,2025-08-27,Success,393,248
283,2024-09-30,Success,59,132
284,2024-12-27,Success,290,178
285,2025-11-28,Success,318,427
286,2025-10-20,Success,91,208
287,2026-01-27,Success,176,465
288,2025-08-05,Success,250,440
289,2026-05-31,Denied,100,47
290,2024-11-17,Success,61,305
291,2025-05-27,Success,16,331
292,2026-02-28,Success,186,381
293,2025-08-02,Success,83,157
294,2026-04-15,Success,186,448
295,2024-08-16,Success,460,434
296,2025-10-02,Success,52,169
297,2025-06-18,Success,236,468
298,2025-12-13,Success,86,473
299,2025-03-03,Success,229,16
300,2024-07-30,Success,206,100
301,2025-09-14,Success,306,98
302,2024-10-23,Success,169,257
303,2025-02-01,Success,68,271
304,2025-02-23,Success,278,245
305,2024-07-27,Success,125,212
306,2025-02-18,Success,215,392
307,2025-08-15,Denied,189,483
308,2025-02-08,Success,383,100
309,2026-05-07,Success,27,425
310,2026-04-04,Success,478,484
311,2024-10-08,Success,367,135
312,2025-03-22,Success,200,174
313,2024-12-29,Denied,13,499
314,2024-10-05,Success,125,326
315,2025-02-15,Success,300,285
316,2025-05-29,Success,128,375
317,2024-07-29,Failed,149,164
318,2025-09-10,Success,109,284
319,2025-09-13,Success,445,303
320,2024-12-02,Success,30,234
321,2026-03-14,Success,156,245
322,2025-07-22,Success,94,262
323,2024-10-26,Success,378,172
324,2024-12-18,Success,141,211
325,2025-04-19,Success,240,195
326,2024-08-26,Success,192,78
327,2024-09-22,Success,128,264
328,2024-12-31,Success,466,112
329,2025-11-14,Success,443,124
330,2025-01-11,Success,283,84
331,2025-01-03,Denied,92,467
332,2024-11-21,Success,453,267
333,2025-10-14,Success,17,362
334,2025-12-05,Success,383,205
335,2025-03-17,Success,205,263
336,2025-11-12,Success,56,239
337,2025-06-18,Success,150,126
338,2025-05-30,Denied,77,225
339,2024-12-25,Success,25,454
340,2025-04-07,Denied,57,387
341,2025-09-01,Success,374,428
342,2025-06-04,Success,160,96
343,2025-05-14,Success,477,76
344,2024-10-14,Success,288,195
345,2025-06-10,Denied,458,347
346,2024-09-19,Success,11,35
347,2026-04-17,Success,34,36
348,2025-01-01,Success,470,453
349,2024-12-19,Success,338,168
350,2025-05-10,Success,383,302
351,2025-05-26,Success,342,126
352,2025-06-15,Success,420,319
353,2024-09-11,Success,231,279
354,2025-07-25,Success,157,454
355,2024-12-27,Success,457,350
356,2025-08-28,Success,464,250
357,2025-02-14,Success,120,90
358,2025-06-27,Denied,1,120
359,2025-04-27,Success,454,23
360,2024-12-22,Success,437,10
361,2025-10-09,Success,59,226
362,2025-08-01,Success,173,56
363,2026-03-24,Denied,468,218
364,2025-10-19,Success,343,485
365,2025-10-10,Success,436,432
366,2024-12-14,Denied,205,174
367,2026-03-24,Success,360,34
368,2026-01-20,Denied,399,310
369,2024-08-27,Success,302,285
370,2026-03-26,Success,146,102
371,2025-05-15,Denied,297,446
372,2025-10-04,Success,77,275
373,2026-02-28,Success,482,59
374,2024-11-30,Success,475,487
375,2025-04-28,Success,197,399
376,2025-01-15,Denied,264,24
377,2024-11-19,Denied,339,246
378,2025-08-23,Success,33,375
379,2025-06-15,Success,152,212
380,2025-08-18,Success,185,430
381,2025-01-20,Success,469,384
382,2025-10-02,Success,55,396
383,2024-08-20,Success,382,289
384,2025-05-07,Success,442,441
385,2026-01-19,Denied,25,391
386,2026-04-25,Success,39,212
387,2025-05-10,Success,241,187
388,2026-05-23,Success,242,169
389,2025-08-11,Success,304,181
390,2024-11-22,Success,125,424
391,2024-07-28,Success,357,194
392,2025-01-03,Success,487,499
393,2026-03-25,Success,196,35
394,2026-03-14,Denied,134,241
395,2025-09-01,Success,231,74
396,2024-10-25,Denied,346,443
397,2025-09-30,Success,303,40
398,2024-09-04,Success,446,436
399,2025-04-29,Success,28,55
400,2024-10-17,Success,413,71
401,2024-10-25,Success,323,484
402,2025-09-24,Success,147,93
403,2025-07-09,Success,419,283
404,2024-10-19,Success,397,499
405,2026-04-10,Denied,474,105
406,2026-04-05,Success,328,359
407,2025-05-09,Denied,253,365
408,2024-09-11,Denied,312,211
409,2025-04-07,Denied,68,323
410,2025-09-10,Failed,453,259
411,2025-07-12,Success,368,292
412,2025-01-13,Success,221,160
413,2024-09-27,Success,291,3
414,2025-09-04,Success,405,82
415,2025-02-09,Failed,261,457
416,2025-11-15,Success,329,199
417,2025-03-24,Denied,123,97
418,2025-03-11,Denied,184,268
419,2026-05-31,Success,222,267
420,2024-09-01,Success,257,378
421,2025-03-08,Denied,126,427
422,2024-12-31,Success,485,368
423,2025-02-08,Success,182,299
424,2025-05-08,Success,98,257
425,2025-05-19,Denied,64,429
426,2024-07-19,Failed,403,53
427,2026-01-29,Success,408,371
428,2024-09-05,Success,60,139
429,2025-09-25,Success,430,259
430,2026-03-19,Failed,91,415
431,2025-04-30,Success,130,48
432,2026-02-11,Denied,126,390
433,2025-07-27,Success,298,50
434,2025-11-16,Success,146,263
435,2026-05-16,Success,129,43
436,2024-11-09,Success,50,165
437,2025-11-16,Success,255,432
438,2024-11-30,Success,451,394
439,2026-06-05,Failed,472,352
440,2025-01-05,Success,369,62
441,2026-04-12,Denied,104,107
442,2026-02-23,Success,485,18
443,2025-01-24,Success,258,390
444,2025-08-23,Denied,250,256
445,2024-08-18,Success,154,324
446,2026-02-07,Success,460,77
447,2026-01-20,Success,229,203
448,2025-08-05,Success,345,76
449,2024-07-28,Success,9,114
450,2026-06-05,Success,433,314
451,2026-03-12,Success,95,247
452,2025-01-04,Success,139,427
453,2024-12-15,Success,328,245
454,2024-10-21,Success,80,372
455,2024-07-26,Denied,195,34
456,2025-07-11,Failed,161,315
457,2025-04-09,Denied,402,289
458,2024-12-03,Success,147,103
459,2026-03-03,Success,327,154
460,2025-09-13,Success,444,13
461,2026-02-04,Success,124,293
462,2025-12-19,Success,402,392
463,2026-06-17,Success,297,434
464,2025-12-07,Success,52,341
465,2025-08-11,Success,478,292
466,2025-09-27,Success,276,42
467,2025-03-11,Success,31,390
468,2025-01-02,Success,94,227
469,2025-08-14,Success,99,460
470,2025-07-19,Success,167,398
471,2024-09-14,Success,246,465
472,2026-01-05,Success,364,347
473,2024-08-19,Denied,238,72
474,2024-09-05,Success,79,301
475,2024-08-03,Denied,267,236
476,2024-12-06,Success,280,58
477,2025-08-26,Success,104,123
478,2025-04-11,Success,101,410
479,2026-05-04,Success,295,336
480,2025-04-14,Success,77,206
481,2024-09-22,Success,102,449
482,2024-11-08,Denied,419,493
483,2025-04-04,Success,434,311
484,2024-10-31,Success,92,206
485,2026-04-11,Success,153,41
486,2025-04-11,Success,334,344
487,2026-03-08,Success,30,215
488,2026-03-23,Success,57,59
489,2024-09-15,Success,234,246
490,2024-07-26,Success,254,426
491,2024-12-25,Success,415,52
492,2025-03-25,Success,225,328
493,2025-09-08,Failed,162,118
494,2026-04-04,Success,95,332
495,2024-10-01,Failed,323,156
496,2025-10-05,Failed,18,174
497,2024-12-01,Success,319,211
498,2026-03-25,Denied,481,195
499,2025-08-04,Success,232,94
500,2025-12-23,Success,58,370
501,2026-02-20,Success,498,3
502,2025-11-12,Success,293,329
503,2025-05-27,Success,228,241
504,2025-11-11,Success,140,84
505,2026-04-05,Failed,192,443
506,2025-01-26,Success,263,322
507,2025-10-24,Success,302,119
508,2026-06-03,Denied,121,163
509,2025-11-26,Denied,51,99
510,2025-05-09,Success,87,358
511,2026-04-20,Success,87,292
512,2026-01-01,Success,461,295
513,2025-05-28,Success,207,378
514,2026-04-20,Denied,445,383
515,2025-03-29,Denied,202,355
516,2025-08-10,Success,213,2
517,2024-10-02,Success,376,414
518,2025-09-24,Success,412,6
519,2025-04-12,Success,272,47
520,2024-12-27,Success,339,76
521,2025-02-23,Success,212,237
522,2024-09-27,Success,209,156
523,2025-08-06,Success,149,245
524,2026-04-18,Success,141,270
525,2026-05-02,Success,482,427
526,2024-11-20,Success,275,271
527,2025-01-29,Success,448,417
528,2025-01-15,Success,325,441
529,2025-01-17,Success,397,125
530,2024-11-23,Denied,282,226
531,2025-08-22,Success,49,445
532,2025-06-06,Success,63,400
533,2024-11-19,Success,326,200
534,2026-01-21,Failed,173,402
535,2025-11-17,Success,74,337
536,2025-07-18,Success,302,496
537,2024-10-10,Success,258,163
538,2024-09-15,Denied,214,133
539,2025-04-20,Denied,305,16
540,2026-03-07,Success,267,63
541,2025-05-21,Denied,275,253
542,2025-06-30,Success,72,324
543,2024-10-04,Success,46,243
544,2024-12-11,Failed,223,165
545,2026-06-16,Success,24,213
546,2025-10-20,Denied,20,360
547,2025-10-30,Success,385,316
548,2025-10-28,Success,349,102
549,2025-02-16,Failed,36,479
550,2026-03-29,Success,228,462
551,2024-08-21,Success,172,97
552,2024-09-15,Failed,78,499
553,2025-09-13,Success,498,128
554,2024-08-05,Denied,42,378
555,2025-09-06,Success,71,377
556,2026-03-22,Success,62,327
557,2024-09-05,Success,226,124
558,2026-05-24,Success,494,121
559,2025-02-15,Denied,123,284
560,2026-05-19,Denied,30,218
561,2026-03-03,Success,145,159
562,2026-01-10,Success,59,10
563,2024-11-02,Success,213,245
564,2024-12-23,Denied,77,368
565,2025-06-15,Success,380,437
566,2025-01-17,Success,123,55
567,2026-03-10,Success,487,273
568,2025-08-24,Denied,36,371
569,2025-01-18,Failed,295,181
570,2024-10-08,Success,50,363
571,2025-10-04,Success,361,337
572,2025-03-06,Success,254,104
573,2025-11-18,Success,404,253
574,2024-09-27,Success,227,67
575,2025-04-18,Success,75,147
576,2026-01-28,Denied,462,383
577,2024-09-07,Success,46,214
578,2024-12-06,Success,60,427
579,2025-05-07,Success,124,205
580,2025-02-20,Denied,435,139
581,2025-08-26,Success,66,106
582,2025-12-27,Success,2,22
583,2025-09-22,Success,105,87
584,2024-07-23,Success,83,237
585,2025-07-15,Success,350,249
586,2025-09-12,Success,82,453
587,2025-10-01,Success,38,172
588,2025-02-19,Success,230,330
589,2024-10-12,Success,435,358
590,2025-07-14,Success,167,186
591,2026-02-21,Success,76,29
592,2026-03-22,Failed,43,96
593,2024-12-07,Success,91,77
594,2024-08-09,Success,428,111
595,2026-01-15,Success,45,235
596,2026-05-31,Success,462,189
597,2025-11-27,Success,84,70
598,2024-08-09,Success,165,30
599,2025-07-18,Success,74,310
600,2025-01-25,Success,129,119
601,2025-12-08,Success,129,190
602,2024-09-10,Success,291,76
603,2025-07-20,Success,492,180
604,2025-02-18,Success,443,443
605,2025-05-09,Denied,357,113
606,2025-02-05,Success,47,60
607,2025-04-24,Denied,92,21
608,2025-01-08,Success,170,136
609,2026-05-07,Success,175,372
610,2024-12-27,Denied,442,399
611,2026-04-26,Success,249,351
612,2025-08-09,Success,254,113
613,2025-05-04,Success,459,360
614,2025-10-30,Success,412,190
615,2026-01-31,Success,212,2
616,2025-09-30,Success,234,53
617,2025-07-24,Success,353,133
618,2024-10-25,Success,491,360
619,2024-10-11,Denied,478,54
620,2024-10-02,Success,84,365
621,2024-07-24,Success,284,358
622,2025-06-08,Success,17,349
623,2025-02-12,Denied,299,139
624,2026-03-09,Success,462,155
625,2024-10-12,Success,336,97
626,2025-02-09,Failed,304,223
627,2025-03-26,Success,110,124
628,2026-06-18,Success,89,192
629,2024-11-24,Failed,485,391
630,2025-05-15,Success,144,61
631,2025-03-28,Success,356,189
632,2025-04-14,Success,492,204
633,2026-04-22,Success,88,326
634,2024-09-02,Success,451,27
635,2026-03-24,Success,316,147
636,2026-01-08,Success,402,119
637,2025-11-19,Success,259,349
638,2026-03-06,Success,182,156
639,2025-06-14,Denied,98,451
640,2026-04-10,Success,92,389
641,2025-06-03,Success,300,404
642,2026-05-20,Denied,448,180
643,2025-09-28,Success,409,487
644,2026-04-21,Failed,303,491
645,2025-12-29,Success,210,325
646,2025-01-10,Success,337,415
647,2024-11-02,Success,374,85
648,2025-06-23,Success,51,227
649,2024-10-19,Success,95,92
650,2024-10-23,Success,428,482
651,2025-12-18,Success,353,60
652,2026-01-31,Success,309,306
653,2025-12-21,Success,484,86
654,2026-04-30,Success,340,101
655,2025-12-03,Success,477,147
656,2025-03-29,Failed,11,321
657,2024-08-17,Success,377,86
658,2024-10-25,Success,231,427
659,2025-03-01,Success,297,305
660,2026-05-03,Success,298,221
661,2025-11-11,Denied,78,59
662,2026-03-10,Denied,136,367
663,2024-11-27,Success,417,231
664,2024-12-05,Success,244,144
665,2025-06-02,Success,59,50
666,2025-06-06,Success,393,286
667,2024-12-15,Success,232,462
668,2024-10-14,Success,309,499
669,2025-05-05,Success,359,248
670,2025-10-24,Success,117,490
671,2025-09-03,Success,475,494
672,2026-05-20,Success,159,452
673,2025-12-13,Success,347,241
674,2025-10-06,Denied,268,193
675,2024-08-26,Success,317,2
676,2024-11-11,Success,98,442
677,2025-04-28,Success,288,201
678,2025-12-18,Success,238,370
679,2025-08-27,Success,142,98
680,2026-02-27,Failed,227,463
681,2024-10-28,Success,399,288
682,2025-03-07,Success,191,90
683,2024-10-24,Denied,392,110
684,2025-03-09,Denied,419,466
685,2025-06-05,Success,331,499
686,2024-12-15,Failed,268,142
687,2026-06-04,Success,236,314
688,2025-05-31,Success,108,11
689,2024-11-17,Denied,173,376
690,2025-07-23,Denied,22,414
691,2025-09-11,Success,356,19
692,2025-09-01,Success,265,21
693,2025-08-04,Success,271,31
694,2026-05-01,Success,417,202
695,2025-01-28,Success,144,481
696,2026-03-25,Success,477,215
697,2025-06-30,Denied,238,130
698,2026-06-12,Success,412,75
699,2025-10-14,Denied,303,373
700,2025-12-01,Denied,436,41
701,2026-06-16,Success,34,81
702,2024-12-03,Success,238,58
703,2025-11-05,Success,75,170
704,2025-07-04,Success,291,61
705,2026-01-23,Success,66,408
706,2025-03-24,Success,146,336
707,2025-08-04,Failed,348,226
708,2025-05-15,Success,418,211
709,2024-11-19,Success,300,365
710,2025-11-13,Success,326,34
711,2026-04-09,Success,127,220
712,2026-02-19,Success,448,56
713,2025-07-13,Success,199,358
714,2026-01-17,Success,416,457
715,2024-10-21,Success,296,48
716,2024-10-11,Success,394,437
717,2025-07-11,Success,1,457
718,2025-09-17,Success,345,173
719,2026-05-02,Success,141,358
720,2026-05-21,Success,461,26
721,2025-08-06,Failed,304,175
722,2025-08-11,Success,495,413
723,2025-05-04,Denied,413,65
724,2025-12-23,Success,328,237
725,2024-08-15,Success,276,379
726,2025-10-01,Success,320,220
727,2024-08-13,Success,402,376
728,2025-07-11,Success,91,412
729,2024-10-06,Success,383,147
730,2025-10-04,Success,287,127
731,2024-11-04,Success,315,186
732,2025-09-17,Success,259,463
733,2024-12-08,Success,163,91
734,2025-06-25,Success,54,298
735,2025-05-26,Success,117,78
736,2025-07-23,Success,235,444
737,2025-09-09,Success,180,67
738,2024-09-24,Success,86,446
739,2025-09-20,Success,412,50
740,2026-01-09,Success,461,358
741,2025-07-30,Success,224,371
742,2024-12-30,Denied,213,400
743,2025-01-21,Success,238,189
744,2026-03-31,Success,348,353
745,2024-09-10,Success,401,90
746,2025-01-07,Success,423,220
747,2026-03-10,Denied,470,159
748,2026-03-02,Success,102,290
749,2024-12-15,Success,455,459
750,2025-02-12,Denied,381,356
751,2026-03-21,Success,492,7
752,2025-10-23,Success,27,20
753,2025-04-14,Success,323,2
754,2025-01-11,Success,85,79
755,2025-05-13,Success,108,257
756,2025-11-04,Success,318,179
757,2025-03-30,Success,23,460
758,2025-01-27,Success,18,239
759,2026-05-17,Success,326,231
760,2024-07-22,Success,179,43
761,2025-11-17,Success,224,13
762,2025-02-18,Success,26,310
763,2024-09-24,Denied,111,266
764,2024-08-24,Success,394,323
765,2025-04-23,Success,334,193
766,2024-07-27,Success,149,238
767,2026-04-28,Success,138,120
768,2025-07-03,Failed,454,101
769,2024-11-03,Success,402,179
770,2026-01-01,Success,254,220
771,2025-05-18,Failed,238,9
772,2026-03-23,Success,397,248
773,2026-02-06,Success,107,151
774,2026-03-27,Denied,409,24
775,2025-11-28,Success,342,410
776,2026-04-05,Success,392,96
777,2025-05-21,Success,205,91
778,2025-08-24,Success,104,417
779,2026-05-13,Success,150,60
780,2024-07-25,Success,55,486
781,2024-12-06,Success,255,433
782,2024-12-06,Denied,295,63
783,2024-12-07,Success,402,337
784,2024-08-03,Success,424,177
785,2024-08-31,Success,61,273
786,2025-05-07,Success,86,333
787,2024-07-25,Success,31,403
788,2025-03-26,Success,227,271
789,2024-08-04,Success,139,73
790,2025-05-27,Denied,280,463
791,2024-09-12,Success,266,440
792,2025-08-28,Success,274,499
793,2024-11-15,Success,85,421
794,2026-02-23,Success,303,253
795,2025-03-06,Success,65,378
796,2025-01-10,Success,369,435
797,2025-05-05,Success,172,73
798,2024-10-24,Success,53,257
799,2025-07-08,Success,477,191
800,2025-09-25,Success,229,9
801,2025-03-05,Success,328,496
802,2024-11-06,Success,51,388
803,2025-07-19,Denied,145,52
804,2025-06-25,Success,154,76
805,2024-08-15,Success,144,46
806,2024-11-23,Success,62,199
807,2025-06-25,Success,166,216
808,2025-12-22,Success,449,160
809,2026-05-01,Failed,335,264
810,2025-08-20,Denied,450,168
811,2024-09-23,Failed,212,211
812,2025-02-01,Success,105,117
813,2024-11-26,Success,239,336
814,2025-04-18,Success,373,458
815,2024-11-25,Denied,179,296
816,2024-08-29,Denied,59,219
817,2025-11-25,Denied,4,50
818,2024-11-05,Success,419,170
819,2025-01-15,Success,9,142
820,2026-06-12,Success,85,245
821,2025-07-07,Denied,161,99
822,2026-01-08,Success,389,432
823,2024-09-26,Success,209,57
824,2024-12-06,Success,88,287
825,2026-03-16,Success,214,303
826,2025-02-14,Success,256,248
827,2025-01-06,Success,75,432
828,2025-05-03,Denied,396,483
829,2025-11-20,Success,269,470
830,2024-09-14,Denied,407,268
831,2026-04-11,Success,151,396
832,2025-01-27,Success,209,85
833,2025-04-15,Success,1,240
834,2025-03-31,Success,230,377
835,2025-05-07,Denied,41,459
836,2025-05-29,Success,209,15
837,2025-09-15,Success,8,290
838,2024-12-04,Success,452,222
839,2025-06-01,Success,12,103
840,2025-07-11,Success,299,222
841,2024-11-22,Success,358,188
842,2024-11-03,Success,108,92
843,2024-07-31,Success,3,130
844,2024-08-02,Success,483,5
845,2026-01-05,Success,374,101
846,2025-02-22,Denied,131,425
847,2025-08-05,Failed,76,268
848,2026-06-12,Success,180,298
849,2025-09-21,Success,385,162
850,2025-06-05,Success,120,93
851,2025-07-20,Denied,23,450
852,2025-10-14,Success,425,418
853,2025-11-11,Failed,299,492
854,2024-12-20,Success,140,34
855,2025-05-07,Success,273,392
856,2025-10-14,Success,270,395
857,2025-05-04,Success,8,355
858,2025-06-06,Success,347,304
859,2025-07-21,Success,36,21
860,2025-06-16,Success,95,172
861,2025-07-08,Success,134,491
862,2026-02-04,Success,239,276
